Name,Year,Tn,Tx
Akuse,2022-03-21,26.6,36.2
Akuse,2022-03-22,26.5,36
Akuse,2022-03-23,26.8,35
Akuse,2022-03-24,26.5,36.2
Akuse,2022-03-25,25.5,37.5
Akuse,2022-03-26,28,35.5
Akuse,2022-03-27,26,35
Akuse,2022-03-28,26.5,36
Akuse,2022-03-29,26,34.5
Akuse,2022-03-30,26,34.5
Akuse,2022-03-31,26.5,35
Akuse,2022-04-01,27,34
Akuse,2022-04-02,26.5,35
Akuse,2022-04-03,26.6,36.5
Akuse,2022-04-04,25,35.5
Akuse,2022-04-05,25.6,35
Akuse,2022-04-06,26,31.5
Akuse,2022-04-07,22.5,34
Akuse,2022-04-08,26,28.5
Akuse,2022-04-09,23,32.5
Akuse,2022-04-10,25,34.5
Akuse,2022-04-11,25.5,35.5
Akuse,2022-04-12,26.400000000000002,35
Akuse,2022-04-13,24,31
Akuse,2022-04-14,23.6,34
Akuse,2022-04-15,23.6,32.2
Akuse,2022-04-16,26.2,32
Akuse,2022-04-17,25,34.300000000000004
Akuse,2022-04-18,26,28.2
Akuse,2022-04-19,24,34
Akuse,2022-04-20,25,36
Akuse,2022-04-21,26.5,28.6
Akuse,2022-04-22,24.5,34
Akuse,2022-04-23,25,35
Akuse,2022-04-24,26.5,32.3
Akuse,2022-04-25,23,32.8
Akuse,2022-04-26,25.5,33.5
Akuse,2022-04-27,25.6,33.5
Akuse,2022-04-28,24,30
Akuse,2022-04-29,23,33.5
Akuse,2022-04-30,24.8,32.8
Akuse,NA,NA,NA
Akuse,2022-05-01,24.5,33.5
Akuse,2022-05-02,25.7,34
Akuse,2022-05-03,25.6,34.2
Akuse,2022-05-04,26,34.5
Akuse,2022-05-05,23,34.1
Akuse,2022-05-06,25.6,29
Akuse,2022-05-07,23.6,32
Akuse,2022-05-08,24.8,33.5
Akuse,2022-05-09,25.5,33
Akuse,2022-05-10,25.5,35
Akuse,2022-05-11,26,35
Akuse,2022-05-12,26,33.5
Akuse,2022-05-13,25.6,35
Akuse,2022-05-14,27.5,33
Akuse,2022-05-15,25.2,35.5
Akuse,2022-05-16,25.5,33.7
Akuse,2022-05-17,26.1,35.5
Akuse,2022-05-18,24,34.5
Akuse,2022-05-19,25.5,32
Akuse,2022-05-20,25,33.5
Akuse,2022-05-21,25.2,33.7
Akuse,2022-05-22,22.6,30
Akuse,2022-05-23,23.5,33
Akuse,2022-05-24,22.5,31
Akuse,2022-05-25,24,32.5
Akuse,2022-05-26,25.5,32
Akuse,2022-05-27,23.5,33
Akuse,2022-05-28,24.5,33
Akuse,2022-05-29,24.5,33.5
Akuse,2022-05-30,24.5,32.5
Akuse,2022-05-31,24.6,32.1
Akuse,2022-06-01,24.8,32
Akuse,2022-06-02,24.5,34.1
Akuse,2022-06-03,25,34
Akuse,2022-06-04,23.5,32
Akuse,2022-06-05,25,29.2
Akuse,2022-06-06,24,30.1
Akuse,2022-06-07,24.400000000000002,32.5
Akuse,2022-06-08,25.1,33
Akuse,2022-06-09,24.5,33
Akuse,2022-06-10,25.5,29
Akuse,2022-06-11,23,31.5
Akuse,2022-06-12,24.5,32
Akuse,2022-06-13,23.5,34
Akuse,2022-06-14,25,33.5
Akuse,2022-06-15,26.5,28
Akuse,2022-06-16,23.5,30.5
Akuse,2022-06-17,23.5,31.5
Akuse,2022-06-18,24,30.5
Akuse,2022-06-19,24.5,31.6
Akuse,2022-06-20,24.7,33
Akuse,2022-06-21,24,32
Akuse,2022-06-22,22.7,31.5
Akuse,2022-06-23,24,30.5
Akuse,2022-06-24,23.5,31.5
Akuse,2022-06-25,22.2,28.5
Akuse,2022-06-26,24.5,31.8
Akuse,2022-06-27,24,31.5
Akuse,2022-06-28,24.5,32.5
Akuse,2022-06-29,24.5,33
Akuse,2022-06-30,22.7,27
Akuse,NA,NA,NA
Akuse,2022-07-01,23,29
Akuse,2022-07-02,24,29
Akuse,2022-07-03,22,33
Akuse,2022-07-04,24,30
Akuse,2022-07-05,24.5,30
Akuse,2022-07-06,23.5,31.5
Akuse,2022-07-07,24.5,31.2
Akuse,2022-07-08,25,30.7
Akuse,2022-07-09,25,30.5
Akuse,2022-07-10,24.5,30.5
Akuse,2022-07-11,23,30
Akuse,2022-07-12,24.8,28.6
Akuse,2022-07-13,23,28.5
Akuse,2022-07-14,24.1,31
Akuse,2022-07-15,24.6,29.5
Akuse,2022-07-16,24.900000000000002,30
Akuse,2022-07-17,24.8,29
Akuse,2022-07-18,22,31
Akuse,2022-07-19,22,30.2
Akuse,2022-07-20,20.8,29.5
Akuse,2022-07-21,20,32
Akuse,2022-07-22,21.5,31
Akuse,2022-07-23,23.7,31.5
Akuse,2022-07-24,22.900000000000002,31
Akuse,2022-07-25,22.400000000000002,30.6
Akuse,2022-07-26,23.5,30
Akuse,2022-07-27,24.8,30.5
Akuse,2022-07-28,24.7,30.6
Akuse,2022-07-29,22.5,30.5
Akuse,2022-07-30,22.7,32.5
Akuse,2022-07-31,23.5,29.2
Akuse,2022-08-01,24.5,27.5
Akuse,2022-08-02,21.3,27.5
Akuse,2022-08-03,20.5,30.6
Akuse,2022-08-04,22.400000000000002,29
Akuse,2022-08-05,22,30
Akuse,2022-08-06,20.5,32.5
Akuse,2022-08-07,20.5,33.5
Akuse,2022-08-08,23.5,31
Akuse,2022-08-09,23,30.6
Akuse,2022-08-10,24,31.5
Akuse,2022-08-11,22.2,31.5
Akuse,2022-08-12,24,32.5
Akuse,2022-08-13,23,32
Akuse,2022-08-14,25,29.5
Akuse,2022-08-15,24.6,28.5
Akuse,2022-08-16,24,30
Akuse,2022-08-17,22.3,31
Akuse,2022-08-18,20.5,34
Akuse,2022-08-19,22.6,29.5
Akuse,2022-08-20,23.5,29.5
Akuse,2022-08-21,21.3,31.5
Akuse,2022-08-22,22.900000000000002,32.5
Akuse,2022-08-23,24,26.8
Akuse,2022-08-24,24,27.7
Akuse,2022-08-25,21,32
Akuse,2022-08-26,23.5,32.5
Akuse,2022-08-27,24,25
Akuse,2022-08-28,23.5,31.5
Akuse,2022-08-29,23.900000000000002,30
Akuse,2022-08-30,23.8,31
Akuse,2022-08-31,23.7,30.5
Akuse,2022-09-01,24,28
Akuse,2022-09-02,23.400000000000002,32
Akuse,2022-09-03,24,32
Akuse,2022-09-04,24.8,30.5
Akuse,2022-09-05,23.5,29.5
Akuse,2022-09-06,24,28.5
Akuse,2022-09-07,24.1,31
Akuse,2022-09-08,24,30
Akuse,2022-09-09,23.5,30.5
Akuse,2022-09-10,24,33
Akuse,2022-09-11,23.5,33
Akuse,2022-09-12,25,25.5
Akuse,2022-09-13,24,29.5
Akuse,2022-09-14,22.5,32
Akuse,2022-09-15,23.5,28.5
Akuse,2022-09-16,24.5,30
Akuse,2022-09-17,22,32
Akuse,2022-09-18,23,31.5
Akuse,2022-09-19,24,28.5
Akuse,2022-09-20,24,29
Akuse,2022-09-21,23,31.5
Akuse,2022-09-22,23.5,31.6
Akuse,2022-09-23,23,32.5
Akuse,2022-09-24,23.5,33.8
Akuse,2022-09-25,23,33.5
Akuse,2022-09-26,25,31.6
Akuse,2022-09-27,22.2,31.5
Akuse,2022-09-28,24.400000000000002,27.5
Akuse,2022-09-29,24,29
Akuse,2022-09-30,23.8,31
Akuse,NA,NA,NA
Akuse,2022-10-01,24.3,31.7
Akuse,2022-10-02,23,30.6
Akuse,2022-10-03,23.5,32
Akuse,2022-10-04,23.5,32.2
Akuse,2022-10-05,23.400000000000002,31.5
Akuse,2022-10-06,23,32.5
Akuse,2022-10-07,24,32.5
Akuse,2022-10-08,24,32.3
Akuse,2022-10-09,23.2,30.5
Akuse,2022-10-10,21.900000000000002,30.7
Akuse,2022-10-11,24.5,31.7
Akuse,2022-10-12,23.2,32
Akuse,2022-10-13,23,33.1
Akuse,2022-10-14,23.5,31.5
Akuse,2022-10-15,23.5,32.5
Akuse,2022-10-16,24.5,32
Akuse,2022-10-17,24.5,33.4
Akuse,2022-10-18,23.400000000000002,33.1
Akuse,2022-10-19,24.5,33.7
Akuse,2022-10-20,23.400000000000002,34
Akuse,2022-10-21,23.5,31.8
Akuse,2022-10-22,23.5,32.2
Akuse,2022-10-23,25,33
Akuse,2022-10-24,24,34
Akuse,2022-10-25,25.2,32.2
Akuse,2022-10-26,23,31.5
Akuse,2022-10-27,23,33.5
Akuse,2022-10-28,24.5,34.5
Akuse,2022-10-29,24,33.6
Akuse,2022-10-30,24,32.5
Akuse,2022-10-31,24.400000000000002,33
Akuse,2022-11-01,24.2,34
Akuse,2022-11-02,24.5,34.5
Akuse,2022-11-03,25,34
Akuse,2022-11-04,25,34.5
Akuse,2022-11-05,24.5,34
Akuse,2022-11-06,24.5,33.9
Akuse,2022-11-07,23.5,35
Akuse,2022-11-08,25,34.5
Akuse,2022-11-09,24.5,33.4
Akuse,2022-11-10,24,35.5
Akuse,2022-11-11,24.5,33.5
Akuse,2022-11-12,24.2,33.6
Akuse,2022-11-13,22.1,32.6
Akuse,2022-11-14,23.5,34
Akuse,2022-11-15,23.5,33.8
Akuse,2022-11-16,24.6,34.5
Akuse,2022-11-17,24.3,35.2
Akuse,2022-11-18,24.2,35
Akuse,2022-11-19,25,35
Akuse,2022-11-20,24,31
Akuse,2022-11-21,23.8,35
Akuse,2022-11-22,23.5,34
Akuse,2022-11-23,24,33
Akuse,2022-11-24,23.5,34.5
Akuse,2022-11-25,23.900000000000002,34.5
Akuse,2022-11-26,23.900000000000002,35.5
Akuse,2022-11-27,24,35
Akuse,2022-11-28,24,35.800000000000004
Akuse,2022-11-29,23,34.6
Akuse,2022-11-30,24,34.800000000000004
Akuse,NA,NA,NA
Akuse,2022-12-01,23.5,34.5
Akuse,2022-12-02,25.1,35
Akuse,2022-12-03,24,34
Akuse,2022-12-04,24,33.5
Akuse,2022-12-05,24,33.8
Akuse,2022-12-06,24.5,34.1
Akuse,2022-12-07,24,35.1
Akuse,2022-12-08,24.5,34.2
Akuse,2022-12-09,23.5,33.7
Akuse,2022-12-10,23.5,33.7
Akuse,2022-12-11,24,35
Akuse,2022-12-12,23.5,35.1
Akuse,2022-12-13,24,35
Akuse,2022-12-14,23.5,35.5
Akuse,2022-12-15,23.900000000000002,35.7
Akuse,2022-12-16,24.5,35.800000000000004
Akuse,2022-12-17,24.1,34.300000000000004
Akuse,2022-12-18,24.5,36
Akuse,2022-12-19,23.5,34.4
Akuse,2022-12-20,23,35.6
Akuse,2022-12-21,22.2,34.6
Akuse,2022-12-22,22.900000000000002,34
Akuse,2022-12-23,22.5,33.8
Akuse,2022-12-24,19.5,33.5
Akuse,2022-12-25,20,35
Akuse,2022-12-26,18.7,34.5
Akuse,2022-12-27,20.2,35.4
Akuse,2022-12-28,20,35.4
Akuse,2022-12-29,22,35.5
Akuse,2022-12-30,22,35
Akuse,2022-12-31,19.900000000000002,35
Akuse,2023-01-01,18,35.2
Akuse,2023-01-02,18.2,34.5
Akuse,2023-01-03,19,34.5
Akuse,2023-01-04,20,35
Akuse,2023-01-05,21.6,34.9
Akuse,2023-01-06,23.2,34.5
Akuse,2023-01-07,23.5,35.300000000000004
Akuse,2023-01-08,25,36
Akuse,2023-01-09,24,35.6
Akuse,2023-01-10,23,36
Akuse,2023-01-11,23.1,35.7
Akuse,2023-01-12,22.5,36.5
Akuse,2023-01-13,22.6,35
Akuse,2023-01-14,22.5,35.4
Akuse,2023-01-15,23.5,36
Akuse,2023-01-16,23.900000000000002,36.2
Akuse,2023-01-17,24.3,35.9
Akuse,2023-01-18,23.400000000000002,35.5
Akuse,2023-01-19,24.6,36
Akuse,2023-01-20,25,35
Akuse,2023-01-21,24.8,36.7
Akuse,2023-01-22,24.5,36.7
Akuse,2023-01-23,25,35
Akuse,2023-01-24,24.7,36.1
Akuse,2023-01-25,24.5,36.800000000000004
Akuse,2023-01-26,25.5,37.4
Akuse,2023-01-27,26,37.5
Akuse,2023-01-28,26.8,36.1
Akuse,2023-01-29,25,33.4
Akuse,2023-01-30,24,36.5
Akuse,2023-01-31,25.5,35.4
Akuse,2023-02-01,23.1,35.5
Akuse,2023-02-02,24.5,35
Akuse,2023-02-03,24.3,35.9
Akuse,2023-02-04,26.5,36
Akuse,2023-02-05,26.3,37.2
Akuse,2023-02-06,26,37.1
Akuse,2023-02-07,26.5,35.6
Akuse,2023-02-08,25,35.5
Akuse,2023-02-09,24.5,36
Akuse,2023-02-10,25.2,36.2
Akuse,2023-02-11,26.1,36.5
Akuse,2023-02-12,26.5,36.6
Akuse,2023-02-13,26,36.2
Akuse,2023-02-14,26.2,35.800000000000004
Akuse,2023-02-15,24.5,35.9
Akuse,2023-02-16,25,35.800000000000004
Akuse,2023-02-17,24,35.5
Akuse,2023-02-18,24,36.5
Akuse,2023-02-19,23.5,36.5
Akuse,2023-02-20,25,36.5
Akuse,2023-02-21,26,37
Akuse,2023-02-22,26.5,37
Akuse,2023-02-23,27.5,37.6
Akuse,2023-02-24,27.5,37.5
Akuse,2023-02-25,26.3,36
Akuse,2023-02-26,24.2,37.300000000000004
Akuse,2023-02-27,26.3,36.4
Akuse,2023-02-28,26,37.9
Akuse,NA,NA,NA
Akuse,NA,NA,NA
Akuse,NA,NA,NA
Akuse,2023-03-01,26.5,38.5
Akuse,2023-03-02,26.5,37.2
Akuse,2023-03-03,27,36.1
Akuse,2023-03-04,26.2,35.5
Akuse,2023-03-05,26.400000000000002,37.5
Akuse,2023-03-06,26.5,38
Akuse,2023-03-07,23.7,30.8
Akuse,2023-03-08,25,34.800000000000004
Akuse,2023-03-09,26,35.800000000000004
Akuse,2023-03-10,25.8,34
Akuse,2023-03-11,25.5,36
Akuse,2023-03-12,25.2,32.8
Akuse,2023-03-13,26.2,36.6
Akuse,2023-03-14,24.7,36.1
Akuse,2023-03-15,25.8,35.9
Akuse,2023-03-16,25.5,37.6
Akuse,2023-03-17,23.5,35.7
Akuse,2023-03-18,27,33.4
Akuse,2023-03-19,23.5,36
Akuse,2023-03-20,24.8,35.800000000000004
Akuse,2023-03-21,26,36
Akuse,2023-03-22,25.8,32.1
Akuse,2023-03-23,25.1,36.800000000000004
Akuse,2023-03-24,25.3,31.5
Akuse,2023-03-25,24.5,34.300000000000004
Akuse,2023-03-26,24.2,35.5
Akuse,2023-03-27,26.7,34.5
Akuse,2023-03-28,25.1,37.5
Akuse,2023-03-29,25.6,36.6
Akuse,2023-03-30,27,36.2
Akuse,2023-03-31,24.6,34
Akuse,2023-04-01,25,36.2
Akuse,2023-04-02,25,37
Akuse,2023-04-03,26.7,36.5
Akuse,2023-04-04,26.5,37
Akuse,2023-04-05,26.2,35.9
Akuse,2023-04-06,26.5,36.7
Akuse,2023-04-07,27.6,36
Akuse,2023-04-08,26.5,35
Akuse,2023-04-09,23,32
Akuse,2023-04-10,26.6,34.5
Akuse,2023-04-11,26,35.5
Akuse,2023-04-12,24,34.7
Akuse,2023-04-13,26.400000000000002,35
Akuse,2023-04-14,26,34.6
Akuse,2023-04-15,27.2,36.2
Akuse,2023-04-16,25,35.800000000000004
Akuse,2023-04-17,23.400000000000002,33
Akuse,2023-04-18,25.400000000000002,35
Akuse,2023-04-19,27,35
Akuse,2023-04-20,25,35
Akuse,2023-04-21,26.3,36
Akuse,2023-04-22,26.5,34.800000000000004
Akuse,2023-04-23,27,35
Akuse,2023-04-24,25.2,33.2
Akuse,2023-04-25,25.5,35.800000000000004
Akuse,2023-04-26,25.3,35.4
Akuse,2023-04-27,26,35.800000000000004
Akuse,2023-04-28,24,33.5
Akuse,2023-04-29,26.2,34.5
Akuse,2023-04-30,22.5,33
Akuse,NA,NA,NA
Akuse,2023-05-01,26.2,34.5
Akuse,2023-05-02,23.5,33.8
Akuse,2023-05-03,26,34
Akuse,2023-05-04,25.900000000000002,34
Akuse,2023-05-05,26.400000000000002,35.2
Akuse,2023-05-06,25.900000000000002,34.6
Akuse,2023-05-07,23.8,33.9
Akuse,2023-05-08,25.5,34.5
Akuse,2023-05-09,25.6,35.300000000000004
Akuse,2023-05-10,27,35.5
Akuse,2023-05-11,25.5,35.5
Akuse,2023-05-12,26.5,34
Akuse,2023-05-13,26.1,34.5
Akuse,2023-05-14,26.400000000000002,34.6
Akuse,2023-05-15,26,28
Akuse,2023-05-16,24,33.2
Akuse,2023-05-17,25,34
Akuse,2023-05-18,26.5,28
Akuse,2023-05-19,24,33.3
Akuse,2023-05-20,25.5,34
Akuse,2023-05-21,24,33
Akuse,2023-05-22,25.900000000000002,34
Akuse,2023-05-23,25.400000000000002,34
Akuse,2023-05-24,25.8,33.9
Akuse,2023-05-25,24,32.6
Akuse,2023-05-26,25.6,35.2
Akuse,2023-05-27,26.3,30.2
Akuse,2023-05-28,25.5,32.5
Akuse,2023-05-29,25.400000000000002,31.7
Akuse,2023-05-30,25,33
Akuse,2023-05-31,25.5,33.8
Akuse,2023-06-01,26,31
Akuse,2023-06-02,25,33.2
Akuse,2023-06-03,24.6,32.9
Akuse,2023-06-04,25,34.7
Akuse,2023-06-05,25.400000000000002,34.5
Akuse,2023-06-06,26,33.3
Akuse,2023-06-07,24,29.8
Akuse,2023-06-08,25,31
Akuse,2023-06-09,24.6,33.5
Akuse,2023-06-10,25.7,29.5
Akuse,2023-06-11,25,30.8
Akuse,2023-06-12,22.5,32.5
Akuse,2023-06-13,23.400000000000002,32.5
Akuse,2023-06-14,23.5,33.5
Akuse,2023-06-15,25.400000000000002,31.7
Akuse,2023-06-16,25,33
Akuse,2023-06-17,25.1,32.2
Akuse,2023-06-18,25.5,34
Akuse,2023-06-19,25.5,28.900000000000002
Akuse,2023-06-20,24.400000000000002,32.5
Akuse,2023-06-21,24.900000000000002,31
Akuse,2023-06-22,24.5,30
Akuse,2023-06-23,23.400000000000002,30.5
Akuse,2023-06-24,24.1,29.400000000000002
Akuse,2023-06-25,23.8,28.5
Akuse,2023-06-26,23,29.5
Akuse,2023-06-27,22.8,31.2
Akuse,2023-06-28,24.5,31.8
Akuse,2023-06-29,25,31.2
Akuse,2023-06-30,23.7,33.2
Akuse,NA,NA,NA
Akuse,2023-07-01,24,32.3
Akuse,2023-07-02,24.400000000000002,32.8
Akuse,2023-07-03,24.5,32.3
Akuse,2023-07-04,24,32.2
Akuse,2023-07-05,24.6,32
Akuse,2023-07-06,25.1,31.5
Akuse,2023-07-07,24.900000000000002,33
Akuse,2023-07-08,24.5,31.400000000000002
Akuse,2023-07-09,24.400000000000002,30.6
Akuse,2023-07-10,24.5,31.400000000000002
Akuse,2023-07-11,24.8,31.400000000000002
Akuse,2023-07-12,24.400000000000002,27.400000000000002
Akuse,2023-07-13,22.1,31
Akuse,2023-07-14,23.5,32.7
Akuse,2023-07-15,24,30.5
Akuse,2023-07-16,24.5,32.8
Akuse,2023-07-17,25.1,32.2
Akuse,2023-07-18,24.5,33.1
Akuse,2023-07-19,25.2,32
Akuse,2023-07-20,25.8,32.2
Akuse,2023-07-21,25.5,32.2
Akuse,2023-07-22,25.3,30.2
Akuse,2023-07-23,24.8,30
Akuse,2023-07-24,24.6,30.5
Akuse,2023-07-25,25,32.4
Akuse,2023-07-26,25.400000000000002,31.400000000000002
Akuse,2023-07-27,25.5,29.5
Akuse,2023-07-28,25.3,29.8
Akuse,2023-07-29,25,31.1
Akuse,2023-07-30,24.6,31.7
Akuse,2023-07-31,25,31.6
Akuse,2023-08-01,25.3,31
Akuse,2023-08-02,25,30
Akuse,2023-08-03,23.5,29.5
Akuse,2023-08-04,23.8,28.900000000000002
Akuse,2023-08-05,24,30.900000000000002
Akuse,2023-08-06,24,30.6
Akuse,2023-08-07,24.7,31
Akuse,2023-08-08,25,30
Akuse,2023-08-09,24.7,27.1
Akuse,2023-08-10,24,30.5
Akuse,2023-08-11,24.5,31.1
Akuse,2023-08-12,23.8,29.8
Akuse,2023-08-13,23.5,29.900000000000002
Akuse,2023-08-14,24.8,30.5
Akuse,2023-08-15,24.7,31
Akuse,2023-08-16,24.6,31.5
Akuse,2023-08-17,24.5,31.7
Akuse,2023-08-18,25,27.1
Akuse,2023-08-19,24,29
Akuse,2023-08-20,22,31.5
Akuse,2023-08-21,24.6,31.2
Akuse,2023-08-22,24.2,31.6
Akuse,2023-08-23,24.2,31.2
Akuse,2023-08-24,24.8,28.400000000000002
Akuse,2023-08-25,24.2,32
Akuse,2023-08-26,25,32.4
Akuse,2023-08-27,24.8,32.4
Akuse,2023-08-28,24.2,32.6
Akuse,2023-08-29,25.5,32.3
Akuse,2023-08-30,24.900000000000002,33.5
Akuse,2023-08-31,24.7,31
Akuse,2023-09-01,25,31.1
Akuse,2023-09-02,24.6,31.2
Akuse,2023-09-03,24.6,28.400000000000002
Akuse,2023-09-04,24,31.3
Akuse,2023-09-05,24.3,31.6
Akuse,2023-09-06,24.3,32.3
Akuse,2023-09-07,23.5,33
Akuse,2023-09-08,23.900000000000002,33.2
Akuse,2023-09-09,24,28
Akuse,2023-09-10,24,31.2
Akuse,2023-09-11,24.5,33.8
Akuse,2023-09-12,25.2,31.1
Akuse,2023-09-13,22.6,29.5
Akuse,2023-09-14,24.7,30.5
Akuse,2023-09-15,24.400000000000002,32
Akuse,2023-09-16,24.5,31.400000000000002
Akuse,2023-09-17,25,31.3
Akuse,2023-09-18,24.5,30.3
Akuse,2023-09-19,24.2,32.9
Akuse,2023-09-20,25.2,33
Akuse,2023-09-21,24,33.1
Akuse,2023-09-22,24,31
Akuse,2023-09-23,22,28.3
Akuse,2023-09-24,24,32.8
Akuse,2023-09-25,25.3,32
Akuse,2023-09-26,24,32.9
Akuse,2023-09-27,24.2,34
Akuse,2023-09-28,24.900000000000002,33.4
Akuse,2023-09-29,25.5,34.5
Akuse,2023-09-30,24,34.2
Akuse,NA,NA,NA
Akuse,2023-10-01,25,32.2
Akuse,2023-10-02,25.1,32
Akuse,2023-10-03,25.8,31.5
Akuse,2023-10-04,24.400000000000002,34.5
Akuse,2023-10-05,25.900000000000002,31.7
Akuse,2023-10-06,24.8,32.6
Akuse,2023-10-07,24.5,34.300000000000004
Akuse,2023-10-08,25,32.2
Akuse,2023-10-09,24.7,32.3
Akuse,2023-10-10,24.900000000000002,34
Akuse,2023-10-11,25.2,33.4
Akuse,2023-10-12,24,33.5
Akuse,2023-10-13,24.2,30.900000000000002
Akuse,2023-10-14,24.6,33.5
Akuse,2023-10-15,24,33.5
Akuse,2023-10-16,25,33.1
Akuse,2023-10-17,25,33
Akuse,2023-10-18,22.900000000000002,34
Akuse,2023-10-19,24.1,33
Akuse,2023-10-20,24.7,34.300000000000004
Akuse,2023-10-21,24.3,35.800000000000004
Akuse,2023-10-22,25,35.4
Akuse,2023-10-23,25.5,29.6
Akuse,2023-10-24,25.2,31.8
Akuse,2023-10-25,24.900000000000002,34.800000000000004
Akuse,2023-10-26,25.400000000000002,34.2
Akuse,2023-10-27,24,34.2
Akuse,2023-10-28,23.5,34.7
Akuse,2023-10-29,24.5,35.300000000000004
Akuse,2023-10-30,25.6,35
Akuse,2023-10-31,23.400000000000002,30
Akuse,2023-11-01,25,35.6
Akuse,2023-11-02,24.1,35.5
Akuse,2023-11-03,24.8,35.5
Akuse,2023-11-04,25,35.2
Akuse,2023-11-05,24.8,35
Akuse,2023-11-06,25,34.9
Akuse,2023-11-07,23.400000000000002,33.5
Akuse,2023-11-08,25,33.8
Akuse,2023-11-09,25,33.5
Akuse,2023-11-10,24.2,34.7
Akuse,2023-11-11,24.5,34.9
Akuse,2023-11-12,24.400000000000002,34.5
Akuse,2023-11-13,24.3,33.6
Akuse,2023-11-14,24,35
Akuse,2023-11-15,24.8,33.2
Akuse,2023-11-16,25.6,34.9
Akuse,2023-11-17,25.1,34.9
Akuse,2023-11-18,25.5,33.5
Akuse,2023-11-19,25.1,35
Akuse,2023-11-20,25.2,34.6
Akuse,2023-11-21,25,35.9
Akuse,2023-11-22,25.6,35.7
Akuse,2023-11-23,25.5,35.5
Akuse,2023-11-24,26,34.5
Akuse,2023-11-25,24.8,34.2
Akuse,2023-11-26,25,32.7
Akuse,2023-11-27,23.400000000000002,32.9
Akuse,2023-11-28,25.1,33
Akuse,2023-11-29,24,34
Akuse,2023-11-30,25,34.5
Akuse,NA,NA,NA
Akuse,2023-12-01,25,34.5
Akuse,2023-12-02,24.1,34.4
Akuse,2023-12-03,24.5,34.6
Akuse,2023-12-04,25.3,34.9
Akuse,2023-12-05,24.8,34.7
Akuse,2023-12-06,25.1,36.300000000000004
Akuse,2023-12-07,25.5,35.300000000000004
Akuse,2023-12-08,25,33.6
Akuse,2023-12-09,24.1,34
Akuse,2023-12-10,24.5,35.9
Akuse,2023-12-11,25.1,35.800000000000004
Akuse,2023-12-12,24.6,33.4
Akuse,2023-12-13,23.2,33.8
Akuse,2023-12-14,21.2,34
Akuse,2023-12-15,22.1,34.7
Akuse,2023-12-16,23,35.2
Akuse,2023-12-17,23.5,34.800000000000004
Akuse,2023-12-18,21.8,35.6
Akuse,2023-12-19,23.400000000000002,36.300000000000004
Akuse,2023-12-20,24,35
Akuse,2023-12-21,21.5,34.9
Akuse,2023-12-22,22.6,35.300000000000004
Akuse,2023-12-23,23.1,35.800000000000004
Akuse,2023-12-24,24.6,36
Akuse,2023-12-25,24,35
Akuse,2023-12-26,24.5,34.5
Akuse,2023-12-27,24,35.7
Akuse,2023-12-28,25,35
Akuse,2023-12-29,25.1,36
Akuse,2023-12-30,25.1,36
Akuse,2023-12-31,25.5,35.4
Akuse,2024-01-01,25.6,35.9
Akuse,2024-01-02,26.6,35.7
Akuse,2024-01-03,25.8,35.800000000000004
Akuse,2024-01-04,25.5,35.5
Akuse,2024-01-05,25.5,35.4
Akuse,2024-01-06,25.5,34.4
Akuse,2024-01-07,25,35.2
Akuse,2024-01-08,23.7,34.5
Akuse,2024-01-09,25,33.6
Akuse,2024-01-10,24,36
Akuse,2024-01-11,26,36.5
Akuse,2024-01-12,25.400000000000002,35.800000000000004
Akuse,2024-01-13,25.2,36.1
Akuse,2024-01-14,25,35.2
Akuse,2024-01-15,25.5,34.9
Akuse,2024-01-16,25,36
Akuse,2024-01-17,24.1,35.300000000000004
Akuse,2024-01-18,23.2,35.5
Akuse,2024-01-19,24.3,36
Akuse,2024-01-20,24.8,36.4
Akuse,2024-01-21,25,36.5
Akuse,2024-01-22,25,36.4
Akuse,2024-01-23,25.7,35
Akuse,2024-01-24,26.1,36
Akuse,2024-01-25,25.5,35
Akuse,2024-01-26,24.6,35.5
Akuse,2024-01-27,21.5,35
Akuse,2024-01-28,21.7,35.800000000000004
Akuse,2024-01-29,22.400000000000002,35
Akuse,2024-01-30,23.1,36
Akuse,2024-01-31,25,36.4
Akuse,2024-02-01,26.5,36.2
Akuse,2024-02-02,27.5,36
Akuse,2024-02-03,25.6,35.5
Akuse,2024-02-04,23.5,35.6
Akuse,2024-02-05,23.5,35.6
Akuse,2024-02-06,22.8,35.5
Akuse,2024-02-07,21.5,37
Akuse,2024-02-08,22.400000000000002,36.5
Akuse,2024-02-09,24.5,37.5
Akuse,2024-02-10,26.5,37
Akuse,2024-02-11,26.8,38.4
Akuse,2024-02-12,27.6,38
Akuse,2024-02-13,27.6,38
Akuse,2024-02-14,28,39.800000000000004
Akuse,2024-02-15,28,37.6
Akuse,2024-02-16,25.1,37.2
Akuse,2024-02-17,26.400000000000002,36.6
Akuse,2024-02-18,25.5,36.5
Akuse,2024-02-19,27,37.4
Akuse,2024-02-20,27,37.1
Akuse,2024-02-21,26.1,36.2
Akuse,2024-02-22,27.5,37
Akuse,2024-02-23,27.5,36.5
Akuse,2024-02-24,27,35.1
Akuse,2024-02-25,27,37.1
Akuse,2024-02-26,26.400000000000002,36.9
Akuse,2024-02-27,26.3,36.5
Akuse,2024-02-28,27.900000000000002,37.5
Akuse,2024-02-29,29,38.4
Akuse,NA,NA,NA
Akuse,NA,NA,NA
Akuse,2024-03-01,28,35
