Name,Year,Tn,Tx
Abetifi,2021-01-01,21.6,31
Abetifi,2021-01-02,21.1,31
Abetifi,2021-01-03,20.5,30.3
Abetifi,2021-01-04,20.5,30.8
Abetifi,2021-01-05,22,28.6
Abetifi,2021-01-06,22.2,30.2
Abetifi,2021-01-07,20.400000000000002,29.5
Abetifi,2021-01-08,19.7,30.3
Abetifi,2021-01-09,20,31.2
Abetifi,2021-01-10,22,30.3
Abetifi,2021-01-11,21.5,31.400000000000002
Abetifi,2021-01-12,20,30.5
Abetifi,2021-01-13,20.3,30.5
Abetifi,2021-01-14,20.2,32
Abetifi,2021-01-15,21.8,32.4
Abetifi,2021-01-16,21.900000000000002,31
Abetifi,2021-01-17,21.8,30.5
Abetifi,2021-01-18,20,30.2
Abetifi,2021-01-19,20,31.6
Abetifi,2021-01-20,21.400000000000002,31.7
Abetifi,2021-01-21,19.5,31
Abetifi,2021-01-22,19.8,29.8
Abetifi,2021-01-23,20,31
Abetifi,2021-01-24,20.7,31.6
Abetifi,2021-01-25,21,32.2
Abetifi,2021-01-26,22.2,33.5
Abetifi,2021-01-27,22.2,33.7
Abetifi,2021-01-28,20,32.2
Abetifi,2021-01-29,20.5,31.6
Abetifi,2021-01-30,21.1,31
Abetifi,2021-01-31,22.3,31.6
Abetifi,2021-02-01,22.5,32.5
Abetifi,2021-02-02,21,32.7
Abetifi,2021-02-03,22.5,33
Abetifi,2021-02-04,22,33.5
Abetifi,2021-02-05,23,30.5
Abetifi,2021-02-06,22,31.5
Abetifi,2021-02-07,22.2,32.2
Abetifi,2021-02-08,21,32.4
Abetifi,2021-02-09,22.400000000000002,33.5
Abetifi,2021-02-10,22.5,32
Abetifi,2021-02-11,22.7,31.8
Abetifi,2021-02-12,21,29.8
Abetifi,2021-02-13,21.400000000000002,32.2
Abetifi,2021-02-14,21,31.8
Abetifi,2021-02-15,21.6,31.1
Abetifi,2021-02-16,21.5,31
Abetifi,2021-02-17,21.2,32
Abetifi,2021-02-18,21,32
Abetifi,2021-02-19,20.8,31.6
Abetifi,2021-02-20,21.400000000000002,31.8
Abetifi,2021-02-21,20.5,33.5
Abetifi,2021-02-22,20,32.8
Abetifi,2021-02-23,20.5,30.400000000000002
Abetifi,2021-02-24,21.1,30.400000000000002
Abetifi,2021-02-25,21.2,32
Abetifi,2021-02-26,20.6,33.5
Abetifi,2021-02-27,20.5,30.7
Abetifi,2021-02-28,21,33.6
Abetifi,NA,NA,NA
Abetifi,NA,NA,NA
Abetifi,NA,NA,NA
Abetifi,2021-03-01,21.3,33.4
Abetifi,2021-03-02,21.6,34.800000000000004
Abetifi,2021-03-03,22.400000000000002,34.5
Abetifi,2021-03-04,22.5,32.8
Abetifi,2021-03-05,21.6,32.6
Abetifi,2021-03-06,21.6,33
Abetifi,2021-03-07,21.900000000000002,31.8
Abetifi,2021-03-08,22.6,31
Abetifi,2021-03-09,20.8,31.2
Abetifi,2021-03-10,20.8,33.1
Abetifi,2021-03-11,21.8,31.400000000000002
Abetifi,2021-03-12,21.3,29.5
Abetifi,2021-03-13,19.5,29.5
Abetifi,2021-03-14,20.5,28.5
Abetifi,2021-03-15,20.5,32.6
Abetifi,2021-03-16,20.900000000000002,30.3
Abetifi,2021-03-17,21.7,30.2
Abetifi,2021-03-18,21,28.5
Abetifi,2021-03-19,18.8,30.8
Abetifi,2021-03-20,21,30.5
Abetifi,2021-03-21,20.7,31.6
Abetifi,2021-03-22,20.900000000000002,29.7
Abetifi,2021-03-23,19.5,30
Abetifi,2021-03-24,18.5,29.1
Abetifi,2021-03-25,18.8,28.2
Abetifi,2021-03-26,21.5,32.4
Abetifi,2021-03-27,21,29.2
Abetifi,2021-03-28,22,30.6
Abetifi,2021-03-29,21,30.5
Abetifi,2021-03-30,20.8,30.7
Abetifi,2021-03-31,21.1,30.6
Abetifi,2021-04-01,21.6,31.2
Abetifi,2021-04-02,21.6,31.6
Abetifi,2021-04-03,21.7,31.3
Abetifi,2021-04-04,21.5,31.400000000000002
Abetifi,2021-04-05,21.900000000000002,31.2
Abetifi,2021-04-06,21.6,31.5
Abetifi,2021-04-07,21.5,32
Abetifi,2021-04-08,22,31.7
Abetifi,2021-04-09,21.8,30.7
Abetifi,2021-04-10,21.5,32.3
Abetifi,2021-04-11,19.3,31.6
Abetifi,2021-04-12,18.7,30
Abetifi,2021-04-13,20.900000000000002,30.5
Abetifi,2021-04-14,21.6,31
Abetifi,2021-04-15,21.5,31
Abetifi,2021-04-16,21.2,30.6
Abetifi,2021-04-17,21.400000000000002,31
Abetifi,2021-04-18,20.5,31.8
Abetifi,2021-04-19,19.5,30.5
Abetifi,2021-04-20,21.1,31.2
Abetifi,2021-04-21,21.8,31.6
Abetifi,2021-04-22,18.8,30.5
Abetifi,2021-04-23,20.3,31.7
Abetifi,2021-04-24,21.5,30.7
Abetifi,2021-04-25,20.6,30.2
Abetifi,2021-04-26,21.6,31.5
Abetifi,2021-04-27,18.5,26.6
Abetifi,2021-04-28,17.8,29.7
Abetifi,2021-04-29,20.8,28.6
Abetifi,2021-04-30,21,30.6
Abetifi,NA,NA,NA
Abetifi,2021-05-01,21.5,31.8
Abetifi,2021-05-02,22,31
Abetifi,2021-05-03,22.2,28.7
Abetifi,2021-05-04,20.6,30.2
Abetifi,2021-05-05,22,30.7
Abetifi,2021-05-06,21.5,30.5
Abetifi,2021-05-07,21,28.8
Abetifi,2021-05-08,21.5,27
Abetifi,2021-05-09,20.400000000000002,28.2
Abetifi,2021-05-10,20.3,29
Abetifi,2021-05-11,20.5,31.8
Abetifi,2021-05-12,21,30.7
Abetifi,2021-05-13,21,31.6
Abetifi,2021-05-14,20.8,30
Abetifi,2021-05-15,21.1,31
Abetifi,2021-05-16,19,29.5
Abetifi,2021-05-17,20.900000000000002,30.8
Abetifi,2021-05-18,21.3,30
Abetifi,2021-05-19,20.8,30.8
Abetifi,2021-05-20,21.5,31.2
Abetifi,2021-05-21,20.900000000000002,30
Abetifi,2021-05-22,20.7,28.6
Abetifi,2021-05-23,20,31.2
Abetifi,2021-05-24,21.400000000000002,30.2
Abetifi,2021-05-25,20.8,31.3
Abetifi,2021-05-26,21.5,31
Abetifi,2021-05-27,21.6,31.8
Abetifi,2021-05-28,22,31
Abetifi,2021-05-29,21.400000000000002,30.8
Abetifi,2021-05-30,21.5,30
Abetifi,2021-05-31,21.400000000000002,30.8
Abetifi,2021-06-01,21.3,29.7
Abetifi,2021-06-02,19.900000000000002,29.5
Abetifi,2021-06-03,21.3,30.2
Abetifi,2021-06-04,19.5,28.2
Abetifi,2021-06-05,19.5,29.7
Abetifi,2021-06-06,20.400000000000002,28.7
Abetifi,2021-06-07,19.5,29.5
Abetifi,2021-06-08,20.400000000000002,29.2
Abetifi,2021-06-09,20.6,29
Abetifi,2021-06-10,20.8,29.6
Abetifi,2021-06-11,20.8,29.5
Abetifi,2021-06-12,21,28.2
Abetifi,2021-06-13,21,31.5
Abetifi,2021-06-14,20.900000000000002,29
Abetifi,2021-06-15,21,30.8
Abetifi,2021-06-16,21,25.3
Abetifi,2021-06-17,19.400000000000002,30.2
Abetifi,2021-06-18,21,28.8
Abetifi,2021-06-19,20.6,29.1
Abetifi,2021-06-20,20.6,27
Abetifi,2021-06-21,19.2,27.5
Abetifi,2021-06-22,20,28
Abetifi,2021-06-23,19.900000000000002,27
Abetifi,2021-06-24,18.2,27.1
Abetifi,2021-06-25,20,27.7
Abetifi,2021-06-26,20,25.5
Abetifi,2021-06-27,17,26.5
Abetifi,2021-06-28,20,28.7
Abetifi,2021-06-29,19.1,27.5
Abetifi,2021-06-30,20.5,27
Abetifi,NA,NA,NA
Abetifi,2021-07-01,19.5,28
Abetifi,2021-07-02,19.3,29
Abetifi,2021-07-03,19.900000000000002,26.5
Abetifi,2021-07-04,18.3,26.8
Abetifi,2021-07-05,19.5,29
Abetifi,2021-07-06,19.7,28.5
Abetifi,2021-07-07,20,28.7
Abetifi,2021-07-08,20.5,29
Abetifi,2021-07-09,20.400000000000002,27.7
Abetifi,2021-07-10,20,28.2
Abetifi,2021-07-11,19.3,28
Abetifi,2021-07-12,19.400000000000002,26.900000000000002
Abetifi,2021-07-13,19.5,27.3
Abetifi,2021-07-14,20,28.5
Abetifi,2021-07-15,19.8,23.900000000000002
Abetifi,2021-07-16,19,26
Abetifi,2021-07-17,19.400000000000002,27
Abetifi,2021-07-18,19.400000000000002,27
Abetifi,2021-07-19,19.6,25.7
Abetifi,2021-07-20,19.3,26
Abetifi,2021-07-21,19.400000000000002,28.2
Abetifi,2021-07-22,19.5,27.5
Abetifi,2021-07-23,19.400000000000002,28
Abetifi,2021-07-24,19,28.1
Abetifi,2021-07-25,18.5,27.5
Abetifi,2021-07-26,18.900000000000002,26
Abetifi,2021-07-27,19,25.2
Abetifi,2021-07-28,18.900000000000002,26.400000000000002
Abetifi,2021-07-29,18.8,27.8
Abetifi,2021-07-30,19.5,27.6
Abetifi,2021-07-31,20.400000000000002,28
Abetifi,2021-08-01,19.7,28.6
Abetifi,2021-08-02,19.900000000000002,27.5
Abetifi,2021-08-03,20.900000000000002,29.5
Abetifi,2021-08-04,20.2,25.8
Abetifi,2021-08-05,19.2,26.2
Abetifi,2021-08-06,19.6,26
Abetifi,2021-08-07,20,26.6
Abetifi,2021-08-08,19.5,26
Abetifi,2021-08-09,19.8,27.7
Abetifi,2021-08-10,20,28.2
Abetifi,2021-08-11,19.7,27.2
Abetifi,2021-08-12,20,27.2
Abetifi,2021-08-13,19.6,26.8
Abetifi,2021-08-14,18.900000000000002,27
Abetifi,2021-08-15,18.5,28.1
Abetifi,2021-08-16,19.5,27.8
Abetifi,2021-08-17,19.2,28.5
Abetifi,2021-08-18,19.3,27.5
Abetifi,2021-08-19,19.6,27.8
Abetifi,2021-08-20,19,26.5
Abetifi,2021-08-21,18.3,26.2
Abetifi,2021-08-22,19,27
Abetifi,2021-08-23,20,28.8
Abetifi,2021-08-24,20.5,27.400000000000002
Abetifi,2021-08-25,20,28
Abetifi,2021-08-26,19.8,27.2
Abetifi,2021-08-27,19.7,26.8
Abetifi,2021-08-28,19,27.8
Abetifi,2021-08-29,20,28.2
Abetifi,2021-08-30,20.3,25.6
Abetifi,2021-08-31,19.8,26.5
Abetifi,2021-09-01,19.8,25.8
Abetifi,2021-09-02,18,22.400000000000002
Abetifi,2021-09-03,17,25.7
Abetifi,2021-09-04,19.6,26.5
Abetifi,2021-09-05,20,26.5
Abetifi,2021-09-06,20,26.5
Abetifi,2021-09-07,20.7,28.5
Abetifi,2021-09-08,20.5,28.8
Abetifi,2021-09-09,19.5,27
Abetifi,2021-09-10,19.3,27.2
Abetifi,2021-09-11,21,28
Abetifi,2021-09-12,21.3,27.7
Abetifi,2021-09-13,20.7,28.5
Abetifi,2021-09-14,19.7,26.3
Abetifi,2021-09-15,19.900000000000002,27.2
Abetifi,2021-09-16,20.3,27
Abetifi,2021-09-17,21.400000000000002,28
Abetifi,2021-09-18,20.5,27.6
Abetifi,2021-09-19,19.400000000000002,28.5
Abetifi,2021-09-20,19.8,28.6
Abetifi,2021-09-21,21,28.1
Abetifi,2021-09-22,21,24.5
Abetifi,2021-09-23,20.900000000000002,29.3
Abetifi,2021-09-24,20.5,26.5
Abetifi,2021-09-25,20.6,25.5
Abetifi,2021-09-26,17.900000000000002,27.900000000000002
Abetifi,2021-09-27,20.5,27.5
Abetifi,2021-09-28,20,28.5
Abetifi,2021-09-29,20,28.400000000000002
Abetifi,2021-09-30,22,27.8
Abetifi,NA,NA,NA
Abetifi,2021-10-01,21,27.2
Abetifi,2021-10-02,20.900000000000002,28
Abetifi,2021-10-03,20,28.6
Abetifi,2021-10-04,20.5,27.6
Abetifi,2021-10-05,20.3,28.5
Abetifi,2021-10-06,20.5,28.5
Abetifi,2021-10-07,19.3,27.8
Abetifi,2021-10-08,20.5,28.7
Abetifi,2021-10-09,20.900000000000002,29.2
Abetifi,2021-10-10,20.900000000000002,26.5
Abetifi,2021-10-11,20.2,28.5
Abetifi,2021-10-12,22,28.7
Abetifi,2021-10-13,21,29.2
Abetifi,2021-10-14,20.400000000000002,28.5
Abetifi,2021-10-15,20.6,28.8
Abetifi,2021-10-16,21,29.7
Abetifi,2021-10-17,20.3,29.5
Abetifi,2021-10-18,20.2,28.8
Abetifi,2021-10-19,20.3,29.2
Abetifi,2021-10-20,20.6,29.400000000000002
Abetifi,2021-10-21,21.7,27.5
Abetifi,2021-10-22,20.1,28.8
Abetifi,2021-10-23,19.400000000000002,27.5
Abetifi,2021-10-24,20.7,27.900000000000002
Abetifi,2021-10-25,21,30
Abetifi,2021-10-26,19.400000000000002,28.8
Abetifi,2021-10-27,20.1,29.1
Abetifi,2021-10-28,20.3,28.5
Abetifi,2021-10-29,20.3,30.5
Abetifi,2021-10-30,20.8,28.6
Abetifi,2021-10-31,21.400000000000002,30
Abetifi,2021-11-01,20.3,28.3
Abetifi,2021-11-02,21,28.1
Abetifi,2021-11-03,20.7,29
Abetifi,2021-11-04,20.8,29.5
Abetifi,2021-11-05,20.8,29
Abetifi,2021-11-06,19.900000000000002,29.2
Abetifi,2021-11-07,20.400000000000002,29.8
Abetifi,2021-11-08,21.3,28
Abetifi,2021-11-09,20.900000000000002,29.2
Abetifi,2021-11-10,21.1,30.400000000000002
Abetifi,2021-11-11,20.8,28.900000000000002
Abetifi,2021-11-12,19.5,30.2
Abetifi,2021-11-13,21.400000000000002,29.8
Abetifi,2021-11-14,21.1,30
Abetifi,2021-11-15,21.1,29.7
Abetifi,2021-11-16,21.7,29.8
Abetifi,2021-11-17,21.2,30.2
Abetifi,2021-11-18,20.7,30.2
Abetifi,2021-11-19,21.400000000000002,30.6
Abetifi,2021-11-20,22.3,31
Abetifi,2021-11-21,21.400000000000002,30.400000000000002
Abetifi,2021-11-22,21.6,29.400000000000002
Abetifi,2021-11-23,21,30
Abetifi,2021-11-24,20.900000000000002,30.400000000000002
Abetifi,2021-11-25,21.7,30.5
Abetifi,2021-11-26,22.2,30.7
Abetifi,2021-11-27,21.400000000000002,29.8
Abetifi,2021-11-28,21.1,30
Abetifi,2021-11-29,21.8,30
Abetifi,2021-11-30,21.3,30.2
Abetifi,NA,NA,NA
Abetifi,2021-12-01,20.7,30.8
Abetifi,2021-12-02,21.7,31
Abetifi,2021-12-03,21.3,30.8
Abetifi,2021-12-04,21.5,30.8
Abetifi,2021-12-05,21.8,30.6
Abetifi,2021-12-06,21.5,31
Abetifi,2021-12-07,21.6,31
Abetifi,2021-12-08,22,31
Abetifi,2021-12-09,21.5,30
Abetifi,2021-12-10,21,31.5
Abetifi,2021-12-11,21.5,30.8
Abetifi,2021-12-12,21.5,31.5
Abetifi,2021-12-13,21.900000000000002,32.5
Abetifi,2021-12-14,21.5,30
Abetifi,2021-12-15,22,30
Abetifi,2021-12-16,22,31.3
Abetifi,2021-12-17,21.5,30.7
Abetifi,2021-12-18,21.400000000000002,30
Abetifi,2021-12-19,21,30.2
Abetifi,2021-12-20,21.2,30.1
Abetifi,2021-12-21,20.8,31.5
Abetifi,2021-12-22,20.5,30.7
Abetifi,2021-12-23,22.5,31.8
Abetifi,2021-12-24,21.3,30.5
Abetifi,2021-12-25,21.900000000000002,31.400000000000002
Abetifi,2021-12-26,22,31.7
Abetifi,2021-12-27,22,31.5
Abetifi,2021-12-28,21.5,31.1
Abetifi,2021-12-29,22,30.5
Abetifi,2021-12-30,21.900000000000002,31
Abetifi,2021-12-31,21.8,31.2
Abetifi,2022-01-01,21.5,31.3
Abetifi,2022-01-02,21.6,31.2
Abetifi,2022-01-03,21.400000000000002,30.5
Abetifi,2022-01-04,19.8,31.1
Abetifi,2022-01-05,23,31
Abetifi,2022-01-06,22.5,32
Abetifi,2022-01-07,22.3,31.7
Abetifi,2022-01-08,21.8,32
Abetifi,2022-01-09,21.5,32.5
Abetifi,2022-01-10,22.1,32.4
Abetifi,2022-01-11,22,32
Abetifi,2022-01-12,21.900000000000002,30.8
Abetifi,2022-01-13,22.3,32.2
Abetifi,2022-01-14,21.8,31.6
Abetifi,2022-01-15,22,32.7
Abetifi,2022-01-16,21.5,32.4
Abetifi,2022-01-17,20.900000000000002,33
Abetifi,2022-01-18,21.1,29.400000000000002
Abetifi,2022-01-19,20.1,30.6
Abetifi,2022-01-20,20.1,31.5
Abetifi,2022-01-21,20.6,32
Abetifi,2022-01-22,21.5,32.1
Abetifi,2022-01-23,21.1,32
Abetifi,2022-01-24,21.400000000000002,31.8
Abetifi,2022-01-25,21.7,31.8
Abetifi,2022-01-26,21.5,32.5
Abetifi,2022-01-27,21.6,32.6
Abetifi,2022-01-28,21.6,31.900000000000002
Abetifi,2022-01-29,22.1,32.2
Abetifi,2022-01-30,22,32.1
Abetifi,2022-01-31,22.6,32.7
Abetifi,2022-02-01,20.8,32
Abetifi,2022-02-02,20.8,32.1
Abetifi,2022-02-03,21,31.6
Abetifi,2022-02-04,21.900000000000002,32
Abetifi,2022-02-05,22,32.2
Abetifi,2022-02-06,22.5,31.6
Abetifi,2022-02-07,22.2,31.7
Abetifi,2022-02-08,22,32.5
Abetifi,2022-02-09,22,32.7
Abetifi,2022-02-10,22,33.7
Abetifi,2022-02-11,21.7,33.2
Abetifi,2022-02-12,22.2,31.5
Abetifi,2022-02-13,22.1,30.7
Abetifi,2022-02-14,22.2,29.900000000000002
Abetifi,2022-02-15,22.400000000000002,33.2
Abetifi,2022-02-16,22.3,31.8
Abetifi,2022-02-17,22.3,32.2
Abetifi,2022-02-18,22.7,31.2
Abetifi,2022-02-19,22,31.7
Abetifi,2022-02-20,22,31
Abetifi,2022-02-21,21.6,31.6
Abetifi,2022-02-22,22.6,32.6
Abetifi,2022-02-23,22.400000000000002,32.3
Abetifi,2022-02-24,22.400000000000002,31
Abetifi,2022-02-25,22.3,33.2
Abetifi,2022-02-26,22,31.6
Abetifi,2022-02-27,22.400000000000002,31.6
Abetifi,2022-02-28,22.3,31.8
Abetifi,NA,NA,NA
Abetifi,NA,NA,NA
Abetifi,NA,NA,NA
Abetifi,2022-03-01,22.2,32.7
Abetifi,2022-03-02,20,31.6
Abetifi,2022-03-03,22.400000000000002,33.2
Abetifi,2022-03-04,22.1,31
Abetifi,2022-03-05,19.8,28.6
Abetifi,2022-03-06,22.400000000000002,30.6
Abetifi,2022-03-07,22.2,31.7
Abetifi,2022-03-08,22.5,30.6
Abetifi,2022-03-09,22.3,32.5
Abetifi,2022-03-10,22.5,31.900000000000002
Abetifi,2022-03-11,22.400000000000002,32.6
Abetifi,2022-03-12,21.900000000000002,30
Abetifi,2022-03-13,21.900000000000002,31.6
Abetifi,2022-03-14,21,30.7
Abetifi,2022-03-15,21.900000000000002,30.2
Abetifi,2022-03-16,22.5,30.5
Abetifi,2022-03-17,22.2,31.6
Abetifi,2022-03-18,21.400000000000002,31.6
Abetifi,2022-03-19,22.8,31.400000000000002
Abetifi,2022-03-20,22.7,31.5
Abetifi,2022-03-21,21.6,31
Abetifi,2022-03-22,20.2,30.3
Abetifi,2022-03-23,23,31.7
Abetifi,2022-03-24,22.2,31.2
Abetifi,2022-03-25,22.5,31.7
Abetifi,2022-03-26,23,30
Abetifi,2022-03-27,20.400000000000002,30.5
Abetifi,2022-03-28,22.5,31.5
Abetifi,2022-03-29,22.8,31.6
Abetifi,2022-03-30,23,30.5
Abetifi,2022-03-31,22.6,31.2
Abetifi,2022-04-01,22.7,31
Abetifi,2022-04-02,22.400000000000002,31
Abetifi,2022-04-03,22,33.1
Abetifi,2022-04-04,23,30.7
Abetifi,2022-04-05,22.7,32.5
Abetifi,2022-04-06,22.5,28.7
Abetifi,2022-04-07,22.5,33.1
Abetifi,2022-04-08,22.400000000000002,26.2
Abetifi,2022-04-09,19.400000000000002,31.5
Abetifi,2022-04-10,19.400000000000002,32.2
Abetifi,2022-04-11,22.5,31
Abetifi,2022-04-12,20.5,32
Abetifi,2022-04-13,20.7,26.8
Abetifi,2022-04-14,21.8,29.900000000000002
Abetifi,2022-04-15,19,30
Abetifi,2022-04-16,21.8,26.8
Abetifi,2022-04-17,20.900000000000002,31
Abetifi,2022-04-18,20.900000000000002,25.8
Abetifi,2022-04-19,22,30.5
Abetifi,2022-04-20,21.7,31
Abetifi,2022-04-21,22.3,24.5
Abetifi,2022-04-22,20.5,29.5
Abetifi,2022-04-23,22,31.1
Abetifi,2022-04-24,22.2,30.3
Abetifi,2022-04-25,21.5,31.5
Abetifi,2022-04-26,22,29.8
Abetifi,2022-04-27,21.900000000000002,30
Abetifi,2022-04-28,19.400000000000002,25
Abetifi,2022-04-29,20.2,31.5
Abetifi,2022-04-30,21.1,29.8
Abetifi,NA,NA,NA
Abetifi,2022-05-01,22,31.2
Abetifi,2022-05-02,20,30
Abetifi,2022-05-03,22.2,31
Abetifi,2022-05-04,20,30.5
Abetifi,2022-05-05,19.8,30.3
Abetifi,2022-05-06,19.6,28.1
Abetifi,2022-05-07,21.7,27.7
Abetifi,2022-05-08,21.8,30
Abetifi,2022-05-09,22.8,29.6
Abetifi,2022-05-10,21.8,30.7
Abetifi,2022-05-11,22.6,30
Abetifi,2022-05-12,22.3,29.6
Abetifi,2022-05-13,20.6,31.1
Abetifi,2022-05-14,22.900000000000002,30
Abetifi,2022-05-15,22,31
Abetifi,2022-05-16,22.1,30.3
Abetifi,2022-05-17,23.1,30
Abetifi,2022-05-18,21.8,30.3
Abetifi,2022-05-19,22,30.1
Abetifi,2022-05-20,21.6,29.6
Abetifi,2022-05-21,21.3,28.6
Abetifi,2022-05-22,19,25.6
Abetifi,2022-05-23,20.1,29
Abetifi,2022-05-24,21.8,29
Abetifi,2022-05-25,20.6,28
Abetifi,2022-05-26,21.5,29.400000000000002
Abetifi,2022-05-27,20.8,29.7
Abetifi,2022-05-28,21.400000000000002,27.5
Abetifi,2022-05-29,21,30.2
Abetifi,2022-05-30,21.2,30.400000000000002
Abetifi,2022-05-31,22.2,28.8
Abetifi,2022-06-01,19.8,29.5
Abetifi,2022-06-02,21,29.400000000000002
Abetifi,2022-06-03,22,28.3
Abetifi,2022-06-04,19.900000000000002,26.8
Abetifi,2022-06-05,21.900000000000002,28.6
Abetifi,2022-06-06,20.900000000000002,27.8
Abetifi,2022-06-07,20.400000000000002,29.5
Abetifi,2022-06-08,21,30
Abetifi,2022-06-09,22,30.5
Abetifi,2022-06-10,22,26
Abetifi,2022-06-11,18.5,27.7
Abetifi,2022-06-12,21,27.2
Abetifi,2022-06-13,20.3,29.5
Abetifi,2022-06-14,21.400000000000002,27.8
Abetifi,2022-06-15,20.900000000000002,24.8
Abetifi,2022-06-16,19.5,25.5
Abetifi,2022-06-17,19.7,29
Abetifi,2022-06-18,21,28
Abetifi,2022-06-19,19.900000000000002,28
Abetifi,2022-06-20,21,29.400000000000002
Abetifi,2022-06-21,20,27.5
Abetifi,2022-06-22,19.8,28
Abetifi,2022-06-23,20.1,28.2
Abetifi,2022-06-24,20.2,27.2
Abetifi,2022-06-25,17.7,25.2
Abetifi,2022-06-26,20.8,28
Abetifi,2022-06-27,21,28
Abetifi,2022-06-28,21,27.5
Abetifi,2022-06-29,21.8,29.6
Abetifi,2022-06-30,17.8,24.1
Abetifi,NA,NA,NA
Abetifi,2022-07-01,20.1,27
Abetifi,2022-07-02,20.2,25.8
Abetifi,2022-07-03,20,27.7
Abetifi,2022-07-04,23,27
Abetifi,2022-07-05,20.400000000000002,27.8
Abetifi,2022-07-06,20.7,28.7
Abetifi,2022-07-07,21.2,29
Abetifi,2022-07-08,19.8,27.5
Abetifi,2022-07-09,20.900000000000002,27.3
Abetifi,2022-07-10,20.1,26.5
Abetifi,2022-07-11,20,25.6
Abetifi,2022-07-12,20.3,26.2
Abetifi,2022-07-13,19.8,25.5
Abetifi,2022-07-14,20.2,27.400000000000002
Abetifi,2022-07-15,20.8,28.3
Abetifi,2022-07-16,20.6,28
Abetifi,2022-07-17,20.2,26
Abetifi,2022-07-18,19.3,27
Abetifi,2022-07-19,19,26.5
Abetifi,2022-07-20,18.8,26.8
Abetifi,2022-07-21,18.1,28
Abetifi,2022-07-22,18.8,27
Abetifi,2022-07-23,19.6,27.1
Abetifi,2022-07-24,18.7,26.8
Abetifi,2022-07-25,19.6,26.5
Abetifi,2022-07-26,20.6,27.2
Abetifi,2022-07-27,20.3,26.7
Abetifi,2022-07-28,20.1,27
Abetifi,2022-07-29,20.2,25.8
Abetifi,2022-07-30,20,27.7
Abetifi,2022-07-31,23,27
Abetifi,2022-08-01,18.8,22.1
Abetifi,2022-08-02,18.7,24.8
Abetifi,2022-08-03,18.3,26.5
Abetifi,2022-08-04,18.900000000000002,26
Abetifi,2022-08-05,18.5,26.8
Abetifi,2022-08-06,18.8,29.5
Abetifi,2022-08-07,18.400000000000002,28.3
Abetifi,2022-08-08,19.5,27
Abetifi,2022-08-09,19.5,26
Abetifi,2022-08-10,19.6,26.1
Abetifi,2022-08-11,19.6,25.8
Abetifi,2022-08-12,20.7,27.2
Abetifi,2022-08-13,20.2,25.7
Abetifi,2022-08-14,19.8,25
Abetifi,2022-08-15,19.8,25
Abetifi,2022-08-16,19.7,26.1
Abetifi,2022-08-17,18.900000000000002,27.400000000000002
Abetifi,2022-08-18,19,29.1
Abetifi,2022-08-19,19.1,24.5
Abetifi,2022-08-20,19.5,26
Abetifi,2022-08-21,19.400000000000002,26.5
Abetifi,2022-08-22,20.400000000000002,26.8
Abetifi,2022-08-23,19.900000000000002,22
Abetifi,2022-08-24,19.5,25.5
Abetifi,2022-08-25,19.5,28
Abetifi,2022-08-26,21,29
Abetifi,2022-08-27,19.900000000000002,23
Abetifi,2022-08-28,19.7,24.8
Abetifi,2022-08-29,19.6,25.2
Abetifi,2022-08-30,20.7,23.8
Abetifi,2022-08-31,19.3,22.6
Abetifi,2022-09-01,20.2,26.6
Abetifi,2022-09-02,19.900000000000002,26.6
Abetifi,2022-09-03,20.7,27.8
Abetifi,2022-09-04,20.2,25.5
Abetifi,2022-09-05,20.3,25.5
Abetifi,2022-09-06,19.7,27.3
Abetifi,2022-09-07,20.2,27.3
Abetifi,2022-09-08,20.400000000000002,24.5
Abetifi,2022-09-09,19.400000000000002,25.2
Abetifi,2022-09-10,20,28
Abetifi,2022-09-11,20.400000000000002,27.6
Abetifi,2022-09-12,20.8,24
Abetifi,2022-09-13,19,27
Abetifi,2022-09-14,19.900000000000002,27.6
Abetifi,2022-09-15,20.900000000000002,25
Abetifi,2022-09-16,20,25
Abetifi,2022-09-17,20,27
Abetifi,2022-09-18,20,26.400000000000002
Abetifi,2022-09-19,20,26.1
Abetifi,2022-09-20,20.3,26
Abetifi,2022-09-21,20,26.400000000000002
Abetifi,2022-09-22,20.3,28
Abetifi,2022-09-23,21,27.5
Abetifi,2022-09-24,20.900000000000002,27
Abetifi,2022-09-25,20.6,26.8
Abetifi,2022-09-26,19,23
Abetifi,2022-09-27,19.1,26
Abetifi,2022-09-28,20.8,22
Abetifi,2022-09-29,18.900000000000002,27.5
Abetifi,2022-09-30,20.400000000000002,24.6
Abetifi,NA,NA,NA
Abetifi,2022-10-01,20.400000000000002,25
Abetifi,2022-10-02,20.400000000000002,27
Abetifi,2022-10-03,20.8,27.6
Abetifi,2022-10-04,21,28.400000000000002
Abetifi,2022-10-05,21,27.5
Abetifi,2022-10-06,20.7,27.6
Abetifi,2022-10-07,21.2,27.3
Abetifi,2022-10-08,20.7,27
Abetifi,2022-10-09,20.900000000000002,27.5
Abetifi,2022-10-10,20.7,27.5
Abetifi,2022-10-11,20.7,27.6
Abetifi,2022-10-12,20.5,27.8
Abetifi,2022-10-13,20.1,28
Abetifi,2022-10-14,19.6,28.5
Abetifi,2022-10-15,20.6,27.7
Abetifi,2022-10-16,20.8,27.8
Abetifi,2022-10-17,20.8,29
Abetifi,2022-10-18,21.2,28.5
